ISO,Country,Subject Descriptor,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,Estimates Start After
RWA,Rwanda,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,119.541,99.007,85.695,83.171,92.98,102.537,98.67,107.928,100.643,90.831,70.687,26.579,26.901,21.366,23.021,23.209,23.984,25.754,24.316,2010
RWA,Rwanda,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-3.805,-5.143,-8.585,-5.773,-5.058,-6.433,-5.379,-8.352,-7.888,-7.906,-8.461,-9.736,-10.27,-11.021,-4.271,-2.912,-6.49,-8.167,-6.92,-6.35,-3.256,-2.596,-2.033,-2.505,1.849,1.008,-4.324,-2.227,-4.904,-7.338,-5.939,-7.312,-9.795,-9.879,2010
WSM,Samoa,Gross national savings,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,Samoa,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WSM,Samoa,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-14.806,-16.293,-9,1.289,-2.809,2.097,10.166,10.536,11.458,11.875,8.38,-20.431,-15.453,-20.606,2.826,4.708,5.142,-3.682,1.057,-9.639,-1.943,-4.646,-8.871,-8.257,-8.411,-9.6,-10.23,-15.495,-6.48,-3.141,-7.246,-8.618,-11.447,-12.265,2011
SMR,San Marino,Gross national savings,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMR,San Marino,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SMR,San Marino,Current account balance,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STP,São Tomé and Príncipe,Gross national savings,Percent of GDP,,Source: National Statistical Office. Instituto Nacional de Estatistica de Sao Tome & Principe. Latest actual data: 2010 Notes: There is a break in the series for 2001 onwards due to revision in GDP data. National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: São Tomé and Príncipe dobras Data last updated: 08/2012,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.632,13.565,22.565,29.433,27.548,64.629,13.868,23.394,7.421,23.13,20.852,24.287,35.476,21.256,2010
STP,São Tomé and Príncipe,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,383,341.098,306.415,328.197,300.938,265.932,103.979,59.971,69.22,78.194,80.92,83.496,76.626,2011
STP,São Tomé and Príncipe,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-19.804,-23.576,-34.225,-16.025,-21.975,-23.052,-12.621,-9.954,-18.72,-28.336,-24.897,-31.588,-28.344,-23.579,-18.816,-26.144,-17.547,-14.659,-17.235,-15.65,-15.06,-21.329,-18.653,-14.694,-15.999,-11.005,-25.779,-30.082,-22.033,-25.465,-27.59,-25.375,-22.771,-24.534,2010
SAU,Saudi Arabia,Gross national savings,Percent of GDP,,"Source: National Statistical Office. Central Department of Statistics (CDS), Ministry of Economy and Planning. Latest actual data: 2011 National accounts manual used: SNA 1993 GDP valuation: Factor costs Start/end months of reporting year: January/December Base year: 1999 Chain-weighted: No Primary domestic currency: Saudi Arabian riyals Data last updated: 09/2012",46.195,42.66,25.717,8.768,12.193,5.007,3.15,4.899,9.646,8.477,11.514,-1.563,9.401,11.525,12.047,16.053,18.528,18.485,13.411,21.398,26.309,23.994,25.971,32.89,39.933,46.778,46.504,44.811,50.559,31.111,37.252,47.617,47.221,46.579,2011
SAU,Saudi Arabia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,103.478,87.196,93.72,96.891,82.034,65.041,38.866,27.299,18.495,13.157,15.935,9.768,6.052,5.499,5.294,2011
SAU,Saudi Arabia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",26.025,22.363,4.951,-13.076,-15.425,-12.45,-13.565,-11.407,-8.318,-10.018,-3.556,-20.974,-13.015,-13.067,-7.807,-3.738,0.431,0.185,-9.009,0.255,7.597,5.111,6.297,13.072,20.742,28.538,27.778,24.258,27.779,5.563,14.641,26.545,26.067,22.724,2011
SEN,Senegal,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2011 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: No Primary domestic currency: CFA francs Data last updated: 08/2012,4.269,10.676,10.036,8.972,9.316,8.019,5.319,8.598,2.606,1.591,1.366,2.7,4.825,2.788,7.851,9.565,10.467,13.187,13.51,14.734,14.556,14.796,12.901,19.51,19.118,19.644,18.957,22.362,19.694,22.622,25.297,22.317,22.5,22.945,2011
SEN,Senegal,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,73.721,70.931,67.975,54.701,47.508,45.66,21.839,23.485,23.918,34.166,35.695,40.789,46.09,47.562,2011
SEN,Senegal,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-12.321,-14.214,-9.864,-10.967,-10.068,-9.172,-6.386,-6.066,-8.314,-7.754,-7.773,-8.025,-7.955,-8.776,-4.668,-4.819,-3.939,-3.962,-3.873,-4.804,-6.989,-5.039,-6.039,-6.366,-6.87,-8.851,-9.209,-11.614,-14.074,-6.689,-4.411,-6.379,-8.477,-6.913,2011
SRB,Serbia,Gross national savings,Percent of GDP,,"Source: National Statistical Office. Serbian Statistical Office Latest actual data: 2010 National accounts manual used: SNA 1993. ESA-95 is also used. GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 2005 Primary domestic currency: Serbian dinars Data last updated: 08/2012",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.786,4.875,6.387,9.173,2.8,7.247,16.085,14.987,13.944,12.853,8.217,10.941,9.024,9.435,7.137,5.789,2010
SRB,Serbia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,241.653,114.487,81.232,77.771,65.364,56.291,43.025,35.629,34.185,38.067,46.488,50.055,63.093,63.943,2011
SRB,Serbia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-1.767,-2.493,-8.226,-7.253,-12.198,-8.754,-10.182,-16.12,-21.532,-7.104,-7.449,-9.498,-11.472,-12.593,2010
SYC,Seychelles,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2010 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Seychelles rupees Data last updated: 08/2012,11.531,9.584,1.208,-3.442,6.976,5.378,2.634,21.583,20.51,20.896,31.759,18.432,22.177,17.265,31.136,21.607,26.682,17.335,17.506,11.206,17.079,-2.048,12.058,9.279,11.58,12.837,14.027,13.553,6.739,17.504,16.604,13.876,16.926,14.073,2010
SYC,Seychelles,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,80.353,89.223,79.905,82.18,123.453,133.522,146.661,143.013,161.24,159.787,172.561,201.27,202.052,175.715,159.829,141.38,129.821,130.072,130.671,124.405,82.486,77.372,86.496,80.223,2011
SYC,Seychelles,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-11.011,-14.239,-29.815,-17.642,-8.931,-10.996,-15.99,-8.162,-9.751,-8.739,1.291,0.603,0.639,-8.943,-4.351,-8.719,-13.163,-10.718,-16.49,-19.567,-10.485,-23.502,-15.561,-1.623,-9.06,-22.242,-15.8,-15.312,-20.175,-9.809,-20.08,-21.54,-19.85,-19.517,2010
SLE,Sierra Leone,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2010 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: Yes, from 2010. For SLE, not from 2010 but 2012 Primary domestic currency: Sierra Leonean leones Data last updated: 08/2012",2.703,1.215,1.837,5.006,5.86,4.312,4.707,1.193,0.818,-0.253,-5.008,6.53,8.083,-2.81,3.026,-0.867,-0.512,4.387,7.92,-3.323,-1.517,5.035,8.478,7.076,5.606,6.009,5.744,5.368,0.699,2.836,5.003,-11.834,2.333,6.079,2010
SLE,Sierra Leone,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,120.231,149.07,161.345,162.097,153.442,132.693,104.36,43.111,42.775,47.762,48.935,41.121,34.387,34.191,2010
SLE,Sierra Leone,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-10.579,-10.717,-8.55,-4.992,-2.909,-3.348,-3.196,-4.852,-5.154,-7.583,-12.523,-0.458,-1.612,-5.864,-3.472,-4.979,-8.016,1.129,3.804,-5.93,-6.467,-4.725,-1.513,-3.491,-4.383,-5.311,-4.267,-4.263,-9.124,-6.454,-19.29,-52.291,-13.068,-9.285,2010
SGP,Singapore,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2011 National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 2005 Primary domestic currency: Singapore dollars Data last updated: 08/2012",31.888,34.42,38.164,43.224,45.133,41.2,38.26,35.638,40.174,43.01,43.026,44.125,45.952,43.374,47.804,49.671,49.009,52.678,51.879,48.413,43.988,39.552,36.838,38.994,38.878,41.397,45.614,48.119,43.265,41.782,46.54,44.371,43.864,43.748,2011
SGP,Singapore,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,71.121,74.056,76.448,68.96,68.195,68.064,69.556,68.866,82.378,84.917,81.178,95.38,95.514,98.739,96.022,93.453,86.38,85.769,96.923,103.35,101.232,107.56,106.191,103.421,2011
SGP,Singapore,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-13.088,-10.333,-8.072,-3.253,-1.82,0.316,1.996,-0.507,7.298,9.384,7.976,10.735,11.314,6.904,15.498,16.403,14.756,15.487,21.851,17.148,10.805,12.781,13.065,22.877,17.13,21.422,24.463,25.813,13.869,16.235,24.412,21.932,20.953,20.707,2011
SVK,Slovak Republic,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2011 National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: Yes, from 1993 Primary domestic currency: Euros Data last updated: 09/2012",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,20.511,26.292,26.747,24.523,25.051,24.105,23.716,23.393,22.409,21.583,18.236,19.66,20.283,19.715,22.184,21.41,16.328,19.845,21.868,22.607,22.952,2011
SVK,Slovak Republic,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,34.496,47.813,50.299,48.859,43.415,42.366,41.466,34.151,30.543,29.615,27.862,35.562,41.066,43.313,46.346,47.223,2011
SVK,Slovak Republic,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,-4.856,4.299,1.953,-9.916,-8.542,-8.859,-4.791,-3.451,-8.272,-7.867,-5.926,-7.817,-8.488,-7.847,-5.273,-6.633,-2.59,-2.489,0.055,0.793,0.267,2011
SVN,Slovenia,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2011 Notes: The Slovene statistical authorities revised the data in September 2005 to make it consistent with the ESA95 (European System of Accounts). National accounts manual used: ESA 1995 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2000 Chain-weighted: Yes, from 1995. From 1995. Primary domestic currency: Euros Data last updated: 09/2012",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,18.677,19.203,25.53,23.131,23.515,24.795,25.097,24.546,24.738,25.209,24.975,24.623,24.841,25.427,26.434,27.191,25.63,21.457,20.48,20.133,19.872,20.004,2011
SVN,Slovenia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,17.043,20.434,21.037,21.617,22.391,29.536,29.066,28.92,27.551,27.335,26.764,26.427,23.07,21.963,35.014,38.579,46.872,53.203,57.448,2011
SVN,Slovenia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,5.753,1.729,4.235,-1.475,0.27,0.317,-0.716,-3.925,-3.14,0.183,1.066,-0.777,-2.649,-1.732,-2.484,-4.758,-6.162,-0.692,-0.587,0.004,1.108,1.017,2011
SLB,Solomon Islands,Gross national savings,Percent of GDP,,"Source: Central Bank. For data prior to 1990, the source is IMF staff estimates. Latest actual data: 2010 National accounts manual used: SNA 1993 GDP valuation: Market prices. The data for 2004 to 2006 are provided by the country authorities. For 2007 and onwards, real GDP is estimated by the staff, based on sectoral growth information provided by the Central Bank of Solomon Islands. Start/end months of reporting year: January/December Base year: 2004 Chain-weighted: No Primary domestic currency: Solomon Islands dollar Data last updated: 08/2012",7.283,-0.331,9.056,7.109,11.363,-7.333,29.799,36.952,15.565,20.784,12.716,18.539,28.796,28.673,24.617,21.467,20.292,-4.187,-1.315,3.086,-8.015,-6.784,-4.53,16.237,25.736,7.469,7.771,3.767,-0.414,-2.553,5.262,16.593,11.733,11.385,2010
SLB,Solomon Islands,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,72.208,59.428,54.411,49.408,43.179,35.028,33.243,27.809,20.614,14.52,13.042,2011
SLB,Solomon Islands,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-3.179,-11.108,-2.192,-3.653,0.236,-17.621,5.782,0.135,-12.237,-15.555,-12.458,-16.356,-2.773,-2.499,0.349,-19.869,-7.336,-4.187,-1.315,3.086,-8.015,-6.784,-4.53,6.626,16.803,-6.718,-9.059,-15.719,-20.461,-21.441,-30.814,-6.696,-7.819,-10.666,2010
ZAF,South Africa,Gross national savings,Percent of GDP,,Source: Central Bank Latest actual data: 2010. 2010 for overall GDP data. 2009 for demand-side components. National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2005 Chain-weighted: No Primary domestic currency: South African rand Data last updated: 09/2012,33.606,26.391,20.458,24.792,21.673,24.239,23.165,21.935,22.516,22.211,18.931,18.297,16.444,16.144,16.825,16.505,15.993,15.181,15.237,15.706,15.568,15.327,16.699,15.662,15.04,14.489,14.382,14.269,15.525,15.591,16.61,16.401,15.486,16,2010
ZAF,South Africa,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,43.317,43.488,36.949,36.909,35.884,34.624,32.607,28.292,27.356,31.531,35.255,38.846,41.245,43.315,2011
ZAF,South Africa,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",4.081,-6.212,-4.506,-0.477,-2.499,4.053,4.242,5.952,2.783,1.577,1.379,1.178,1.504,2.13,0.012,-1.65,-1.151,-1.492,-1.764,-0.511,-0.129,0.281,0.827,-0.99,-3.035,-3.469,-5.307,-6.971,-7.155,-4.047,-2.816,-3.299,-5.466,-5.848,2010
SSD,South Sudan,Gross national savings,Percent of GDP,,"Source: National Bureau of Statistics Latest actual data: 2011 Notes: Preliminary results by NBS, will be revised with time. National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2010 Chain-weighted: No Primary domestic currency: South Sudan Pound Data last updated: 09/2012",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,8.889,27.912,-7.902,14.119,2011
SSD,South Sudan,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSD,South Sudan,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,4.831,21.577,-12.628,5.751,0
ESP,Spain,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2011 GDP valuation: Market prices Base year: 2008 Chain-weighted: Yes, from 1995 Primary domestic currency: Euros Data last updated: 09/2012",20.421,19.733,19.651,19.983,21.045,21.448,22.392,22.129,23.02,22.522,22.166,21.308,19.418,19.838,19.593,21.602,21.489,21.988,22.29,22.209,22.331,22.422,23.377,23.899,23.053,22.183,21.981,20.982,19.491,19.182,18.29,18.014,17.649,18.636,2011
ESP,Spain,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,16.564,20.002,25.122,30.354,37.046,42.026,43.268,43.105,39.595,41.001,42.477,43.052,45.386,56.116,58.638,63.335,67.485,66.159,64.165,62.417,59.379,55.592,52.579,48.786,46.255,43.165,39.679,36.301,40.172,53.917,61.316,69.117,90.693,96.934,2011
ESP,Spain,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-2.362,-2.57,-2.448,-1.461,1.244,1.182,1.505,-0.012,-1.013,-2.869,-3.468,-3.577,-3.496,-1.075,-1.238,-0.308,-0.227,-0.089,-1.176,-2.927,-3.961,-3.942,-3.259,-3.509,-5.25,-7.353,-8.961,-9.995,-9.623,-4.822,-4.521,-3.526,-1.973,-0.148,2011
LKA,Sri Lanka,Gross national savings,Percent of GDP,,Source: CEIC. Central Bank of Sri Lanka Latest actual data: 2011 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2002. Staff used splicing method for the historical series. Chain-weighted: No Primary domestic currency: Sri Lanka rupees Data last updated: 09/2012,30.164,15.13,15.472,17.516,24.738,17.18,14.83,15.819,14.838,14.396,19.394,17.196,23.751,22.743,21.953,19.719,21.38,21.126,22.899,22.824,20.663,20.059,21.14,21.631,22.118,24.348,22.676,23.626,18.01,23.924,24.948,20.302,21.893,22.211,2011
LKA,Sri Lanka,General government gross debt,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LKA,Sri Lanka,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-19.319,-14.712,-16.107,-8.837,-0.865,-6.83,-8.518,-7.206,-9.24,-7.998,-4.556,-6.845,-5.676,-5.845,-8.144,-7.702,-6.283,-3.397,-2.189,-4.147,-6.299,-1.102,-1.378,-0.389,-3.136,-2.48,-5.304,-4.326,-9.543,-0.512,-2.172,-7.681,-5.355,-4.724,2011
KNA,St. Kitts and Nevis,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2011 Notes: Data prior to 1990 cannot be confirmed by national sources at this time. National accounts manual used: SNA 1993 GDP valuation: Factor costs Start/end months of reporting year: January/December Base year: 2006. The GDP deflator does nto equal 100 in the base year as the nominal GDP is measured at market prices and real GDP at factor costs. Chain-weighted: No Primary domestic currency: Eastern Caribbean dollars Data last updated: 08/2012,20.247,17.859,17.41,8.598,21.198,24.407,17.86,16.84,30.707,22.211,25.739,20.844,28.047,27.78,24.512,21.278,13.7,16.447,20.898,10.46,22.596,16.639,9.337,8.445,19.003,19.694,39.868,33.324,25.671,22.692,25.887,32.794,30.944,31.558,2011
KNA,St. Kitts and Nevis,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,49.271,67.085,79.699,89.939,97.613,105.805,120.472,143.209,156.01,159.909,145.279,133.961,130.962,148.491,163.863,154.316,144.906,139.466,2011
KNA,St. Kitts and Nevis,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-11.411,-6.794,-8.355,-19.913,-2.095,1.013,-3.745,-9.853,-13.255,-24.185,-15.46,-14.505,-4.068,-9.534,-6.844,-15.536,-22.699,-18.295,-13.079,-17.729,-16.64,-24.063,-28.73,-27.332,-16.153,-14.927,-14.132,-16.676,-24.329,-27.308,-22.113,-15.206,-17.056,-16.442,2011
LCA,St. Lucia,Gross national savings,Percent of GDP,,Source: National Statistical Office Latest actual data: 2011. Estimate National accounts manual used: SNA 1993 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2006 Chain-weighted: No Primary domestic currency: Eastern Caribbean dollars Data last updated: 09/2012,10.795,8.438,10.951,12.756,7.5,18.174,17.119,14.461,17.449,10.216,9.701,7.159,12.949,15.668,16.654,17.652,13.17,11.812,14.112,9.942,14.87,9.513,7.537,3.681,14.915,15.442,7.716,-2.289,2.106,16.164,17.311,11.683,10.829,11.939,2011
LCA,St. Lucia,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,21.269,23.549,26.981,27.948,28.828,28.077,29.704,33.064,35.87,35.379,40.311,47.714,59.513,56.191,60.672,62.929,58.921,55.272,56.19,60.37,65.214,69.691,78.688,83.501,2011
LCA,St. Lucia,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-20.997,-23.29,-20.041,-7.369,-10.663,-0.789,-1.909,-4.136,-5.048,-15.946,-13.088,-14.658,-10.195,-9.439,-8.336,-4.39,-9.068,-12.095,-8.47,-14.84,-12.404,-15.188,-14.661,-18.884,-10.62,-14.25,-30.351,-30.436,-28.927,-11.901,-15.123,-23.078,-23.97,-20.468,2011
VCT,St. Vincent and the Grenadines,Gross national savings,Percent of GDP,,"Source: National Statistical Office Latest actual data: 2011 National accounts manual used: SNA 1993 GDP valuation: Factor costs Start/end months of reporting year: January/December Base year: 2006. Nominal GDP is measured at market prices and real GDP is measured at factor cost, hence the GDP deflator is not equal to 100. Chain-weighted: No Primary domestic currency: Eastern Caribbean dollars Data last updated: 08/2012",38.96,26.945,14.235,13.993,20.044,23.846,22.038,12.074,17.112,13.189,17.598,9.021,12.251,7.988,6.167,12.783,14.905,2.822,5.681,11.956,17.324,14.429,14.136,11.091,7.015,8.066,8.923,-0.767,-3.697,-5.189,-6.104,-4.807,-4.782,-5.299,2011
VCT,St. Vincent and the Grenadines,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,60.353,57.596,54.525,53.197,57.855,51.2,44.196,42.137,42.817,57.663,58.52,56.163,57.195,58.854,63.974,66.494,63.744,55.601,57.011,64.812,66.843,68.136,68.3,69.757,2011
VCT,St. Vincent and the Grenadines,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",6.429,0.625,-9.173,-7.126,-3.123,0.438,-2.235,-15.079,-8.081,-11.262,-7.492,-16.18,-8.514,-13.882,-18.149,-12.85,-9.114,-23.462,-24.863,-17.545,-5.944,-8.338,-9.071,-16.475,-19.624,-18.015,-19.293,-28.019,-32.944,-29.351,-31.571,-30.171,-27.261,-25.653,2011
SDN,Sudan,Gross national savings,Percent of GDP,,Source: National Statistical Office. Central Bureau of Statistics. Latest actual data: 2010 GDP valuation: Market prices Start/end months of reporting year: January/December Base year: 2007/08. Fiscal year and calendar year are the same. Chain-weighted: No Primary domestic currency: Sudanese Pound. Data last updated: 09/2012,-68.713,13.598,97.024,30.944,63.588,-29.943,12.053,10.82,10.439,7.4,9.091,8.305,-30.106,-6.704,0.745,0.283,1.66,6.976,5.863,10.024,18.157,12.534,14.635,15.738,19.084,13.139,15.707,17.702,19.191,11.138,18.03,18.771,10.934,12.079,2010
SDN,Sudan,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,454.864,262.608,354.994,219.552,208.058,149.856,173.55,164.261,156.471,155.372,149.68,143.503,120.826,100.916,80.804,76.659,69.415,72.528,73.986,74.114,112.146,116.281,2011
SDN,Sudan,Current account balance,Percent of GDP,,"See notes for:  Gross domestic product, current prices (National currency) Current account balance (U.S. dollars).",-9.402,-19.284,-21.274,-10.096,-8.807,-13.656,-16.857,-12.291,-17.704,-11.147,-90,-90.834,-43.701,-24.656,-22.746,-20.245,-11.905,-9.353,-12.622,-6.891,-0.412,-5.379,-5.412,-5.044,-4.853,-9.997,-8.798,-5.87,-1.969,-9.962,-2.132,-0.474,-7.753,-6.562,2010
SUR,Suriname,Gross national savings,Percent of GDP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SUR,Suriname,General government gross debt,Percent of GDP,,See notes for:  General government gross debt (National currency).,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a,79.132,81.084,77.635,85.923,57.256,15.854,12.602,19.162,24.272,38.645,51.866,39.831,40.055,33.722,31.43,28.894,23.972,17.451,15.639,15.493,18.486,19.088,18.61,18.094,2011
